,Table,Treat,Cv,Stem,Days_to_Term,Term_for_Bc_,flw,jar,pretreat,post,open,Bc_F,Bc_L,Day,Bc_F_per,tf_BC_F,Day2,Day3,Day4,Day5,Bc_F.per,Bc_F.logit.per
1273,2,6,V,2,15,0,179,61,1,0,2,4,1,5,0.035,-3.31678004,25,125,625,3125,9,-2.313634929
1274,2,6,V,2,15,0,179,61,1,0,2,4,1,6,0.035,-3.31678004,36,216,1296,7776,9,-2.313634929
1275,2,6,V,2,15,0,179,61,1,0,3,4,1,7,0.09,-2.313634929,49,343,2401,16807,9,-2.313634929
1276,2,6,V,2,15,0,179,61,1,0,3,4,1,8,0.035,-3.31678004,64,512,4096,32768,9,-2.313634929
1277,2,6,V,2,15,0,179,61,1,0,3,4,1,9,0.035,-3.31678004,81,729,6561,59049,9,-2.313634929
1278,2,6,V,2,15,0,179,61,1,0,3,4,1,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
1279,2,6,V,2,15,0,179,61,1,0,3,4,1,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
1280,2,6,V,2,15,0,179,61,1,0,3,4,1,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
1281,2,6,V,2,15,0,179,61,1,0,3,4,1,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
1282,2,6,V,2,15,0,179,61,1,0,3,4,1,14,0.09,-2.313634929,196,2744,38416,537824,9,-2.313634929
1283,2,6,V,2,15,0,179,61,1,0,3,5,1,15,0.14,-1.815289967,225,3375,50625,759375,14,-1.815289967
1284,2,6,V,3,7,0,180,61,1,0,2,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
1285,2,6,V,3,7,0,180,61,1,0,2,6,0,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
1286,2,6,V,3,7,0,180,61,1,0,2,6,0,3,0.38,-0.489548225,9,27,81,243,38,-0.489548225
1287,2,6,V,3,7,0,180,61,1,0,2,6,0,4,0.38,-0.489548225,16,64,256,1024,38,-0.489548225
1288,2,6,V,3,7,0,180,61,1,0,2,6,0,5,0.14,-1.815289967,25,125,625,3125,38,-0.489548225
1289,2,6,V,3,7,0,180,61,1,0,2,6,0,6,0.09,-2.313634929,36,216,1296,7776,38,-0.489548225
1290,2,6,V,3,7,0,180,61,1,0,2,6,1,7,0.09,-2.313634929,49,343,2401,16807,38,-0.489548225
1291,2,7,C,1,13,0,181,62,2,0,0,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1292,2,7,C,1,13,0,181,62,2,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1293,2,7,C,1,13,0,181,62,2,0,1,2,1,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
1294,2,7,C,1,13,0,181,62,2,0,1,2,1,4,0.01,-4.59511985,16,64,256,1024,1,-4.59511985
1295,2,7,C,1,13,0,181,62,2,0,1,3,1,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
1296,2,7,C,1,13,0,181,62,2,0,1,3,1,6,0.01,-4.59511985,36,216,1296,7776,3.5,-3.31678004
1297,2,7,C,1,13,0,181,62,2,0,1,3,1,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
1298,2,7,C,1,13,0,181,62,2,0,1,3,1,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
1299,2,7,C,1,13,0,181,62,2,0,1,3,1,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
1300,2,7,C,1,13,0,181,62,2,0,1,3,1,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
1301,2,7,C,1,13,0,181,62,2,0,1,3,1,11,0.035,-3.31678004,121,1331,14641,161051,3.5,-3.31678004
1302,2,7,C,1,13,0,181,62,2,0,1,3,1,12,0.035,-3.31678004,144,1728,20736,248832,3.5,-3.31678004
1303,2,7,C,1,13,0,181,62,2,0,1,3,1,13,0.035,-3.31678004,169,2197,28561,371293,3.5,-3.31678004
1304,2,7,C,2,3,1,182,62,2,0,1,6,0,1,0.38,-0.489548225,1,1,1,1,38,-0.489548225
1305,2,7,C,2,3,1,182,62,2,0,1,7,0,2,0.63,0.532216814,4,8,16,32,63,0.532216814
1306,2,7,C,2,3,1,182,62,2,0,1,7,0,3,0.63,0.532216814,9,27,81,243,63,0.532216814
1307,2,7,C,3,13,0,183,62,2,0,0,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1308,2,7,C,3,13,0,183,62,2,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1309,2,7,C,3,13,0,183,62,2,0,1,1,1,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
1310,2,7,C,3,13,0,183,62,2,0,1,1,1,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
1311,2,7,C,3,13,0,183,62,2,0,1,1,1,5,0.005,-5.293304825,25,125,625,3125,0.5,-5.293304825
1312,2,7,C,3,13,0,183,62,2,0,1,1,1,6,0.005,-5.293304825,36,216,1296,7776,0.5,-5.293304825
1313,2,7,C,3,13,0,183,62,2,0,1,3,1,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
1314,2,7,C,3,13,0,183,62,2,0,1,4,1,8,0.09,-2.313634929,64,512,4096,32768,9,-2.313634929
1315,2,7,C,3,13,0,183,62,2,0,1,4,1,9,0.035,-3.31678004,81,729,6561,59049,9,-2.313634929
1316,2,7,C,3,13,0,183,62,2,0,1,4,1,10,0.035,-3.31678004,100,1000,10000,1.00E+05,9,-2.313634929
1317,2,7,C,3,13,0,183,62,2,0,1,4,1,11,0.035,-3.31678004,121,1331,14641,161051,9,-2.313634929
1318,2,7,C,3,13,0,183,62,2,0,1,4,1,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
1319,2,7,C,3,13,0,183,62,2,0,1,4,1,13,0.035,-3.31678004,169,2197,28561,371293,9,-2.313634929
1320,2,8,D,1,3,0,184,63,3,0,1,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
1321,2,8,D,1,3,0,184,63,3,0,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
1322,2,8,D,1,3,0,184,63,3,0,2,3,0,3,0.035,-3.31678004,9,27,81,243,3.5,-3.31678004
1323,2,8,D,2,2,1,185,63,3,0,2,6,0,1,0.38,-0.489548225,1,1,1,1,38,-0.489548225
1324,2,8,D,2,2,1,185,63,3,0,2,6,0,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
1325,2,8,D,3,2,0,186,63,3,0,1,5,0,1,0.14,-1.815289967,1,1,1,1,14,-1.815289967
1326,2,8,D,3,2,0,186,63,3,0,1,6,0,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
1327,2,9,F,1,13,0,187,64,4,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1328,2,9,F,1,13,0,187,64,4,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1329,2,9,F,1,13,0,187,64,4,0,1,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
1330,2,9,F,1,13,0,187,64,4,0,1,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
1331,2,9,F,1,13,0,187,64,4,0,1,2,0,5,0.01,-4.59511985,25,125,625,3125,1,-4.59511985
1332,2,9,F,1,13,0,187,64,4,0,1,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
1333,2,9,F,1,13,0,187,64,4,0,2,3,0,7,0.005,-5.293304825,49,343,2401,16807,3.5,-3.31678004
1334,2,9,F,1,13,0,187,64,4,0,2,6,0,8,0.38,-0.489548225,64,512,4096,32768,38,-0.489548225
1335,2,9,F,1,13,0,187,64,4,0,2,6,0,9,0.38,-0.489548225,81,729,6561,59049,38,-0.489548225
1336,2,9,F,1,13,0,187,64,4,0,2,6,0,10,0.38,-0.489548225,100,1000,10000,1.00E+05,38,-0.489548225
1337,2,9,F,1,13,0,187,64,4,0,2,6,0,11,0.38,-0.489548225,121,1331,14641,161051,38,-0.489548225
1338,2,9,F,1,13,0,187,64,4,0,2,6,0,12,0.01,-4.59511985,144,1728,20736,248832,38,-0.489548225
1339,2,9,F,1,13,0,187,64,4,0,2,6,0,13,0.38,-0.489548225,169,2197,28561,371293,38,-0.489548225
1340,2,9,F,2,12,0,188,64,4,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1341,2,9,F,2,12,0,188,64,4,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1342,2,9,F,2,12,0,188,64,4,0,1,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
1343,2,9,F,2,12,0,188,64,4,0,1,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
1344,2,9,F,2,12,0,188,64,4,0,2,2,0,5,0.01,-4.59511985,25,125,625,3125,1,-4.59511985
1345,2,9,F,2,12,0,188,64,4,0,2,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
1346,2,9,F,2,12,0,188,64,4,0,2,3,0,7,0.005,-5.293304825,49,343,2401,16807,3.5,-3.31678004
1347,2,9,F,2,12,0,188,64,4,0,2,3,0,8,0.005,-5.293304825,64,512,4096,32768,3.5,-3.31678004
1348,2,9,F,2,12,0,188,64,4,0,2,3,0,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
1349,2,9,F,2,12,0,188,64,4,0,2,3,0,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
1350,2,9,F,2,12,0,188,64,4,0,2,4,0,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
1351,2,9,F,2,12,0,188,64,4,0,1,4,0,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
1352,2,9,F,3,12,0,189,64,4,0,2,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1353,2,9,F,3,12,0,189,64,4,0,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1354,2,9,F,3,12,0,189,64,4,0,2,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
1355,2,9,F,3,12,0,189,64,4,0,2,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
1356,2,9,F,3,12,0,189,64,4,0,2,1,0,5,0.005,-5.293304825,25,125,625,3125,0.5,-5.293304825
1357,2,9,F,3,12,0,189,64,4,0,2,1,0,6,0.005,-5.293304825,36,216,1296,7776,0.5,-5.293304825
1358,2,9,F,3,12,0,189,64,4,0,2,3,0,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
1359,2,9,F,3,12,0,189,64,4,0,2,3,0,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
1360,2,9,F,3,12,0,189,64,4,0,2,3,0,9,0.005,-5.293304825,81,729,6561,59049,3.5,-3.31678004
1361,2,9,F,3,12,0,189,64,4,0,2,3,0,10,0.01,-4.59511985,100,1000,10000,1.00E+05,3.5,-3.31678004
1362,2,9,F,3,12,0,189,64,4,0,2,3,0,11,0.01,-4.59511985,121,1331,14641,161051,3.5,-3.31678004
1363,2,9,F,3,12,0,189,64,4,0,2,3,0,12,0.01,-4.59511985,144,1728,20736,248832,3.5,-3.31678004
1364,2,10,V,1,16,0,190,65,5,0,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
1365,2,10,V,1,16,0,190,65,5,0,2,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
1366,2,10,V,1,16,0,190,65,5,0,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
1367,2,10,V,1,16,0,190,65,5,0,2,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
1368,2,10,V,1,16,0,190,65,5,0,2,4,0,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
1369,2,10,V,1,16,0,190,65,5,0,2,4,0,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
1370,2,10,V,1,16,0,190,65,5,0,2,4,0,7,0.09,-2.313634929,49,343,2401,16807,9,-2.313634929
1371,2,10,V,1,16,0,190,65,5,0,2,4,0,8,0.035,-3.31678004,64,512,4096,32768,9,-2.313634929
1372,2,10,V,1,16,0,190,65,5,0,2,4,0,9,0.09,-2.313634929,81,729,6561,59049,9,-2.313634929
1373,2,10,V,1,16,0,190,65,5,0,2,4,0,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
1374,2,10,V,1,16,0,190,65,5,0,2,4,0,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
1375,2,10,V,1,16,0,190,65,5,0,2,4,0,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
1376,2,10,V,1,16,0,190,65,5,0,2,4,0,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
1377,2,10,V,1,16,0,190,65,5,0,2,4,0,14,0.09,-2.313634929,196,2744,38416,537824,9,-2.313634929
1378,2,10,V,1,16,0,190,65,5,0,2,4,0,15,0.09,-2.313634929,225,3375,50625,759375,9,-2.313634929
1379,2,10,V,1,16,0,190,65,5,0,2,4,0,16,0.09,-2.313634929,256,4096,65536,1048576,9,-2.313634929
1380,2,10,V,2,16,0,191,65,5,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1381,2,10,V,2,16,0,191,65,5,0,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
1382,2,10,V,2,16,0,191,65,5,0,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
1383,2,10,V,2,16,0,191,65,5,0,2,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
1384,2,10,V,2,16,0,191,65,5,0,2,4,0,5,0.035,-3.31678004,25,125,625,3125,9,-2.313634929
1385,2,10,V,2,16,0,191,65,5,0,2,4,0,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
1386,2,10,V,2,16,0,191,65,5,0,2,4,1,7,0.035,-3.31678004,49,343,2401,16807,9,-2.313634929
1387,2,10,V,2,16,0,191,65,5,0,3,4,1,8,0.035,-3.31678004,64,512,4096,32768,9,-2.313634929
1388,2,10,V,2,16,0,191,65,5,0,3,4,1,9,0.035,-3.31678004,81,729,6561,59049,9,-2.313634929
1389,2,10,V,2,16,0,191,65,5,0,3,4,1,10,0.035,-3.31678004,100,1000,10000,1.00E+05,9,-2.313634929
1390,2,10,V,2,16,0,191,65,5,0,3,4,1,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
1391,2,10,V,2,16,0,191,65,5,0,3,4,1,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
1392,2,10,V,2,16,0,191,65,5,0,3,4,1,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
1393,2,10,V,2,16,0,191,65,5,0,3,4,1,14,0.09,-2.313634929,196,2744,38416,537824,9,-2.313634929
1394,2,10,V,2,16,0,191,65,5,0,3,4,1,15,0.09,-2.313634929,225,3375,50625,759375,9,-2.313634929
1395,2,10,V,2,16,0,191,65,5,0,4,4,1,16,0.035,-3.31678004,256,4096,65536,1048576,9,-2.313634929
1396,2,10,V,3,16,0,192,65,5,0,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
1397,2,10,V,3,16,0,192,65,5,0,2,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
1398,2,10,V,3,16,0,192,65,5,0,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
1399,2,10,V,3,16,0,192,65,5,0,2,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
1400,2,10,V,3,16,0,192,65,5,0,2,4,0,5,0.035,-3.31678004,25,125,625,3125,9,-2.313634929
1401,2,10,V,3,16,0,192,65,5,0,2,4,1,6,0.035,-3.31678004,36,216,1296,7776,9,-2.313634929
1402,2,10,V,3,16,0,192,65,5,0,2,4,1,7,0.035,-3.31678004,49,343,2401,16807,9,-2.313634929
1403,2,10,V,3,16,0,192,65,5,0,2,4,1,8,0.035,-3.31678004,64,512,4096,32768,9,-2.313634929
1404,2,10,V,3,16,0,192,65,5,0,2,4,1,9,0.035,-3.31678004,81,729,6561,59049,9,-2.313634929
1405,2,10,V,3,16,0,192,65,5,0,2,4,1,10,0.035,-3.31678004,100,1000,10000,1.00E+05,9,-2.313634929
1406,2,10,V,3,16,0,192,65,5,0,2,4,1,11,0.035,-3.31678004,121,1331,14641,161051,9,-2.313634929
1407,2,10,V,3,16,0,192,65,5,0,2,4,1,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
1408,2,10,V,3,16,0,192,65,5,0,2,4,1,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
1409,2,10,V,3,16,0,192,65,5,0,2,4,1,14,0.09,-2.313634929,196,2744,38416,537824,9,-2.313634929
1410,2,10,V,3,16,0,192,65,5,0,2,4,1,15,0.09,-2.313634929,225,3375,50625,759375,9,-2.313634929
1411,2,10,V,3,16,0,192,65,5,0,2,4,1,16,0.09,-2.313634929,256,4096,65536,1048576,9,-2.313634929
1412,2,6,F,1,8,1,193,66,1,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1413,2,6,F,1,8,1,193,66,1,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1414,2,6,F,1,8,1,193,66,1,0,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
1415,2,6,F,1,8,1,193,66,1,0,1,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
1416,2,6,F,1,8,1,193,66,1,0,1,4,0,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
1417,2,6,F,1,8,1,193,66,1,0,1,4,1,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
1418,2,6,F,1,8,1,193,66,1,0,1,5,1,7,0.14,-1.815289967,49,343,2401,16807,14,-1.815289967
1419,2,6,F,1,8,1,193,66,1,0,1,6,1,8,0.38,-0.489548225,64,512,4096,32768,38,-0.489548225
1420,2,6,F,2,2,0,194,66,1,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1421,2,6,F,2,2,0,194,66,1,0,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1422,2,6,F,3,5,0,195,66,1,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1423,2,6,F,3,5,0,195,66,1,0,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1424,2,6,F,3,5,0,195,66,1,0,2,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
1425,2,6,F,3,5,0,195,66,1,0,2,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
1426,2,6,F,3,5,0,195,66,1,0,2,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
1427,2,7,V,1,22,NA,196,67,2,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1428,2,7,V,1,22,NA,196,67,2,0,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1429,2,7,V,1,22,NA,196,67,2,0,2,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
1430,2,7,V,1,22,NA,196,67,2,0,2,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
1431,2,7,V,1,22,NA,196,67,2,0,2,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
1432,2,7,V,1,22,NA,196,67,2,0,2,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
1433,2,7,V,1,22,NA,196,67,2,0,2,3,0,7,0.01,-4.59511985,49,343,2401,16807,3.5,-3.31678004
1434,2,7,V,1,22,NA,196,67,2,0,2,3,0,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
1435,2,7,V,1,22,NA,196,67,2,0,2,3,0,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
1436,2,7,V,1,22,NA,196,67,2,0,2,3,0,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
1437,2,7,V,1,22,NA,196,67,2,0,2,3,0,11,0.035,-3.31678004,121,1331,14641,161051,3.5,-3.31678004
1438,2,7,V,1,22,NA,196,67,2,0,2,3,0,12,0.035,-3.31678004,144,1728,20736,248832,3.5,-3.31678004
1439,2,7,V,1,22,NA,196,67,2,0,2,4,0,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
1440,2,7,V,1,22,NA,196,67,2,0,2,4,0,14,0.09,-2.313634929,196,2744,38416,537824,9,-2.313634929
1441,2,7,V,1,22,NA,196,67,2,0,2,4,0,15,0.09,-2.313634929,225,3375,50625,759375,9,-2.313634929
1442,2,7,V,1,22,NA,196,67,2,0,2,4,0,16,0.09,-2.313634929,256,4096,65536,1048576,9,-2.313634929
1443,2,7,V,1,22,NA,196,67,2,0,2,4,0,17,0.09,-2.313634929,289,4913,83521,1419857,9,-2.313634929
1444,2,7,V,1,22,NA,196,67,2,0,2,4,0,18,0.09,-2.313634929,324,5832,104976,1889568,9,-2.313634929
1445,2,7,V,1,22,NA,196,67,2,0,2,4,0,19,0.09,-2.313634929,361,6859,130321,2476099,9,-2.313634929
1446,2,7,V,1,22,NA,196,67,2,0,2,4,0,20,0.09,-2.313634929,400,8000,160000,3200000,9,-2.313634929
1447,2,7,V,2,16,0,197,67,2,0,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
1448,2,7,V,2,16,0,197,67,2,0,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
1449,2,7,V,2,16,0,197,67,2,0,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
1450,2,7,V,2,16,0,197,67,2,0,2,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
1451,2,7,V,2,16,0,197,67,2,0,2,4,0,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
1452,2,7,V,2,16,0,197,67,2,0,2,4,0,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
1453,2,7,V,2,16,0,197,67,2,0,2,6,0,7,0.38,-0.489548225,49,343,2401,16807,38,-0.489548225
1454,2,7,V,2,16,0,197,67,2,0,3,6,0,8,0.09,-2.313634929,64,512,4096,32768,38,-0.489548225
1455,2,7,V,2,16,0,197,67,2,0,2,6,0,9,0.09,-2.313634929,81,729,6561,59049,38,-0.489548225
1456,2,7,V,2,16,0,197,67,2,0,2,6,0,10,0.09,-2.313634929,100,1000,10000,1.00E+05,38,-0.489548225
1457,2,7,V,2,16,0,197,67,2,0,3,6,0,11,0.09,-2.313634929,121,1331,14641,161051,38,-0.489548225
1458,2,7,V,2,16,0,197,67,2,0,3,6,0,12,0.09,-2.313634929,144,1728,20736,248832,38,-0.489548225
1459,2,7,V,2,16,0,197,67,2,0,3,6,0,13,0.09,-2.313634929,169,2197,28561,371293,38,-0.489548225
1460,2,7,V,2,16,0,197,67,2,0,3,6,0,14,0.09,-2.313634929,196,2744,38416,537824,38,-0.489548225
1461,2,7,V,2,16,0,197,67,2,0,3,6,0,15,0.09,-2.313634929,225,3375,50625,759375,38,-0.489548225
1462,2,7,V,2,16,0,197,67,2,0,3,6,1,16,0.09,-2.313634929,256,4096,65536,1048576,38,-0.489548225
1463,2,7,V,3,19,0,198,67,2,0,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
1464,2,7,V,3,19,0,198,67,2,0,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
1465,2,7,V,3,19,0,198,67,2,0,2,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
1466,2,7,V,3,19,0,198,67,2,0,2,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
1467,2,7,V,3,19,0,198,67,2,0,2,4,0,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
1468,2,7,V,3,19,0,198,67,2,0,2,4,0,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
1469,2,7,V,3,19,0,198,67,2,0,2,4,0,7,0.09,-2.313634929,49,343,2401,16807,9,-2.313634929
1470,2,7,V,3,19,0,198,67,2,0,2,4,1,8,0.09,-2.313634929,64,512,4096,32768,9,-2.313634929
1471,2,7,V,3,19,0,198,67,2,0,2,4,1,9,0.09,-2.313634929,81,729,6561,59049,9,-2.313634929
1472,2,7,V,3,19,0,198,67,2,0,2,4,1,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
1473,2,7,V,3,19,0,198,67,2,0,2,4,1,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
1474,2,7,V,3,19,0,198,67,2,0,2,4,1,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
1475,2,7,V,3,19,0,198,67,2,0,2,4,1,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
1476,2,7,V,3,19,0,198,67,2,0,2,5,1,14,0.14,-1.815289967,196,2744,38416,537824,14,-1.815289967
1477,2,7,V,3,19,0,198,67,2,0,2,5,1,15,0.14,-1.815289967,225,3375,50625,759375,14,-1.815289967
1478,2,7,V,3,19,0,198,67,2,0,2,5,1,16,0.09,-2.313634929,256,4096,65536,1048576,14,-1.815289967
1479,2,7,V,3,19,0,198,67,2,0,2,5,1,17,0.09,-2.313634929,289,4913,83521,1419857,14,-1.815289967
1480,2,7,V,3,19,0,198,67,2,0,2,5,1,18,0.09,-2.313634929,324,5832,104976,1889568,14,-1.815289967
1481,2,7,V,3,19,0,198,67,2,0,2,5,1,19,0.09,-2.313634929,361,6859,130321,2476099,14,-1.815289967
1482,2,8,C,1,14,0,199,68,3,0,0,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
1483,2,8,C,1,14,0,199,68,3,0,0,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
1484,2,8,C,1,14,0,199,68,3,0,0,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
1485,2,8,C,1,14,0,199,68,3,0,1,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
1486,2,8,C,1,14,0,199,68,3,0,1,3,0,5,0.005,-5.293304825,25,125,625,3125,3.5,-3.31678004
1487,2,8,C,1,14,0,199,68,3,0,1,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
1488,2,8,C,1,14,0,199,68,3,0,1,3,0,7,0.005,-5.293304825,49,343,2401,16807,3.5,-3.31678004
1489,2,8,C,1,14,0,199,68,3,0,1,3,0,8,0.01,-4.59511985,64,512,4096,32768,3.5,-3.31678004
1490,2,8,C,1,14,0,199,68,3,0,1,3,0,9,0.005,-5.293304825,81,729,6561,59049,3.5,-3.31678004
1491,2,8,C,1,14,0,199,68,3,0,1,3,0,10,0.005,-5.293304825,100,1000,10000,1.00E+05,3.5,-3.31678004
1492,2,8,C,1,14,0,199,68,3,0,1,3,0,11,0.005,-5.293304825,121,1331,14641,161051,3.5,-3.31678004
1493,2,8,C,1,14,0,199,68,3,0,1,3,0,12,0.035,-3.31678004,144,1728,20736,248832,3.5,-3.31678004
1494,2,8,C,1,14,0,199,68,3,0,1,3,0,13,0.035,-3.31678004,169,2197,28561,371293,3.5,-3.31678004
1495,2,8,C,1,14,0,199,68,3,0,1,3,0,14,0.035,-3.31678004,196,2744,38416,537824,3.5,-3.31678004
1496,2,8,C,2,9,0,200,68,3,0,1,1,1,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
