,Table,Treat,Cv,Stem,Days_to_Term,Term_for_Bc_,flw,jar,pretreat,post,open,Bc_F,Bc_L,Day,Bc_F_per,tf_BC_F,Day2,Day3,Day4,Day5,Bc_F.per,Bc_F.logit.per
3649,4,9,V,2,15,0,470,159,4,0,2,3,0,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
3650,4,9,V,2,15,0,470,159,4,0,2,3,0,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
3651,4,9,V,2,15,0,470,159,4,0,2,3,0,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
3652,4,9,V,2,15,0,470,159,4,0,2,3,0,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
3653,4,9,V,2,15,0,470,159,4,0,2,4,0,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
3654,4,9,V,2,15,0,470,159,4,0,2,4,0,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
3655,4,9,V,2,15,0,470,159,4,0,2,4,1,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
3656,4,9,V,2,15,0,470,159,4,0,2,4,1,14,0.09,-2.313634929,196,2744,38416,537824,9,-2.313634929
3657,4,9,V,2,15,0,470,159,4,0,2,4,1,15,0.09,-2.313634929,225,3375,50625,759375,9,-2.313634929
3658,4,10,C,1,12,0,471,160,5,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3659,4,10,C,1,12,0,471,160,5,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
3660,4,10,C,1,12,0,471,160,5,0,1,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
3661,4,10,C,1,12,0,471,160,5,0,1,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
3662,4,10,C,1,12,0,471,160,5,0,1,1,0,5,0.005,-5.293304825,25,125,625,3125,0.5,-5.293304825
3663,4,10,C,1,12,0,471,160,5,0,1,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
3664,4,10,C,1,12,0,471,160,5,0,1,3,0,7,0.01,-4.59511985,49,343,2401,16807,3.5,-3.31678004
3665,4,10,C,1,12,0,471,160,5,0,1,3,0,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
3666,4,10,C,1,12,0,471,160,5,0,2,3,1,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
3667,4,10,C,1,12,0,471,160,5,0,2,3,1,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
3668,4,10,C,1,12,0,471,160,5,0,2,3,1,11,0.035,-3.31678004,121,1331,14641,161051,3.5,-3.31678004
3669,4,10,C,1,12,0,471,160,5,0,1,3,1,12,0.035,-3.31678004,144,1728,20736,248832,3.5,-3.31678004
3670,4,10,C,2,13,0,472,160,5,0,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3671,4,10,C,2,13,0,472,160,5,0,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
3672,4,10,C,2,13,0,472,160,5,0,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
3673,4,10,C,2,13,0,472,160,5,0,1,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
3674,4,10,C,2,13,0,472,160,5,0,2,3,0,5,0.005,-5.293304825,25,125,625,3125,3.5,-3.31678004
3675,4,10,C,2,13,0,472,160,5,0,2,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
3676,4,10,C,2,13,0,472,160,5,0,2,3,0,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
3677,4,10,C,2,13,0,472,160,5,0,2,3,0,8,0.005,-5.293304825,64,512,4096,32768,3.5,-3.31678004
3678,4,10,C,2,13,0,472,160,5,0,2,3,0,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
3679,4,10,C,2,13,0,472,160,5,0,2,3,0,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
3680,4,10,C,2,13,0,472,160,5,0,2,3,1,11,0.035,-3.31678004,121,1331,14641,161051,3.5,-3.31678004
3681,4,10,C,2,13,0,472,160,5,0,1,4,1,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
3682,4,10,C,2,13,0,472,160,5,0,1,4,1,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
3683,4,10,C,3,7,0,473,160,5,0,0,1,1,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3684,4,10,C,3,7,0,473,160,5,0,1,3,1,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
3685,4,10,C,3,7,0,473,160,5,0,1,4,1,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
3686,4,10,C,3,7,0,473,160,5,0,1,4,1,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
3687,4,10,C,3,7,0,473,160,5,0,1,4,1,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
3688,4,10,C,3,7,0,473,160,5,0,1,4,1,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
3689,4,10,C,3,7,0,473,160,5,0,1,4,1,7,0.035,-3.31678004,49,343,2401,16807,9,-2.313634929
3690,5,1,V,1,3,1,474,161,1,1,2,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
3691,5,1,V,1,3,1,474,161,1,1,2,6,0,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
3692,5,1,V,1,3,1,474,161,1,1,2,8,0,3,0.88,1.992430165,9,27,81,243,88,1.992430165
3693,5,1,V,2,3,1,475,161,1,1,2,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
3694,5,1,V,2,3,1,475,161,1,1,2,6,0,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
3695,5,1,V,2,3,1,475,161,1,1,2,8,0,3,0.88,1.992430165,9,27,81,243,88,1.992430165
3696,5,1,V,3,4,1,476,161,1,1,0,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
3697,5,1,V,3,4,1,476,161,1,1,1,5,0,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
3698,5,1,V,3,4,1,476,161,1,1,1,6,0,3,0.38,-0.489548225,9,27,81,243,38,-0.489548225
3699,5,1,V,3,4,1,476,161,1,1,1,8,0,4,0.88,1.992430165,16,64,256,1024,88,1.992430165
3700,5,2,C,1,7,1,477,162,2,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3701,5,2,C,1,7,1,477,162,2,1,1,2,1,2,0.01,-4.59511985,4,8,16,32,1,-4.59511985
3702,5,2,C,1,7,1,477,162,2,1,1,4,1,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
3703,5,2,C,1,7,1,477,162,2,1,1,6,1,4,0.38,-0.489548225,16,64,256,1024,38,-0.489548225
3704,5,2,C,1,7,1,477,162,2,1,1,6,1,5,0.38,-0.489548225,25,125,625,3125,38,-0.489548225
3705,5,2,C,1,7,1,477,162,2,1,1,6,1,6,0.38,-0.489548225,36,216,1296,7776,38,-0.489548225
3706,5,2,C,1,7,1,477,162,2,1,1,8,1,7,0.88,1.992430165,49,343,2401,16807,88,1.992430165
3707,5,2,C,2,3,1,478,162,2,1,1,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
3708,5,2,C,2,3,1,478,162,2,1,1,6,0,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
3709,5,2,C,2,3,1,478,162,2,1,1,8,1,3,0.88,1.992430165,9,27,81,243,88,1.992430165
3710,5,2,C,3,12,0,479,162,2,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3711,5,2,C,3,12,0,479,162,2,1,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
3712,5,2,C,3,12,0,479,162,2,1,1,1,1,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
3713,5,2,C,3,12,0,479,162,2,1,1,1,1,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
3714,5,2,C,3,12,0,479,162,2,1,1,1,1,5,0.005,-5.293304825,25,125,625,3125,0.5,-5.293304825
3715,5,2,C,3,12,0,479,162,2,1,1,1,1,6,0.005,-5.293304825,36,216,1296,7776,0.5,-5.293304825
3716,5,2,C,3,12,0,479,162,2,1,1,1,1,7,0.005,-5.293304825,49,343,2401,16807,0.5,-5.293304825
3717,5,2,C,3,12,0,479,162,2,1,1,1,1,8,0.005,-5.293304825,64,512,4096,32768,0.5,-5.293304825
3718,5,2,C,3,12,0,479,162,2,1,1,2,1,9,0.01,-4.59511985,81,729,6561,59049,1,-4.59511985
3719,5,2,C,3,12,0,479,162,2,1,1,4,1,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
3720,5,2,C,3,12,0,479,162,2,1,1,6,1,11,0.38,-0.489548225,121,1331,14641,161051,38,-0.489548225
3721,5,2,C,3,12,0,479,162,2,1,1,6,1,12,0.38,-0.489548225,144,1728,20736,248832,38,-0.489548225
3722,5,3,D,1,3,0,480,163,3,1,1,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
3723,5,3,D,1,3,0,480,163,3,1,2,6,0,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
3724,5,3,D,1,3,0,480,163,3,1,3,6,1,3,0.38,-0.489548225,9,27,81,243,38,-0.489548225
3725,5,3,D,2,4,1,481,163,3,1,2,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
3726,5,3,D,2,4,1,481,163,3,1,2,6,0,2,0.38,-0.489548225,4,8,16,32,38,-0.489548225
3727,5,3,D,2,4,1,481,163,3,1,2,7,0,3,0.63,0.532216814,9,27,81,243,63,0.532216814
3728,5,3,D,2,4,1,481,163,3,1,3,8,0,4,0.88,1.992430165,16,64,256,1024,88,1.992430165
3729,5,3,D,3,3,0,482,163,3,1,2,5,0,1,0.14,-1.815289967,1,1,1,1,14,-1.815289967
3730,5,3,D,3,3,0,482,163,3,1,2,5,0,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
3731,5,3,D,3,3,0,482,163,3,1,3,5,0,3,0.14,-1.815289967,9,27,81,243,14,-1.815289967
3732,5,4,F,1,13,0,483,164,4,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3733,5,4,F,1,13,0,483,164,4,1,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
3734,5,4,F,1,13,0,483,164,4,1,2,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
3735,5,4,F,1,13,0,483,164,4,1,2,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
3736,5,4,F,1,13,0,483,164,4,1,2,2,0,5,0.01,-4.59511985,25,125,625,3125,1,-4.59511985
3737,5,4,F,1,13,0,483,164,4,1,2,2,0,6,0.01,-4.59511985,36,216,1296,7776,1,-4.59511985
3738,5,4,F,1,13,0,483,164,4,1,2,2,0,7,0.01,-4.59511985,49,343,2401,16807,1,-4.59511985
3739,5,4,F,1,13,0,483,164,4,1,3,2,0,8,0.01,-4.59511985,64,512,4096,32768,1,-4.59511985
3740,5,4,F,1,13,0,483,164,4,1,2,2,0,9,0.01,-4.59511985,81,729,6561,59049,1,-4.59511985
3741,5,4,F,1,13,0,483,164,4,1,2,2,0,10,0.01,-4.59511985,100,1000,10000,1.00E+05,1,-4.59511985
3742,5,4,F,1,13,0,483,164,4,1,2,3,0,11,0.035,-3.31678004,121,1331,14641,161051,3.5,-3.31678004
3743,5,4,F,1,13,0,483,164,4,1,2,3,0,12,0.035,-3.31678004,144,1728,20736,248832,3.5,-3.31678004
3744,5,4,F,1,13,0,483,164,4,1,3,4,0,13,0.09,-2.313634929,169,2197,28561,371293,9,-2.313634929
3745,5,4,F,2,12,0,484,164,4,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3746,5,4,F,2,12,0,484,164,4,1,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
3747,5,4,F,2,12,0,484,164,4,1,1,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
3748,5,4,F,2,12,0,484,164,4,1,1,1,0,4,0.005,-5.293304825,16,64,256,1024,0.5,-5.293304825
3749,5,4,F,2,12,0,484,164,4,1,1,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
3750,5,4,F,2,12,0,484,164,4,1,1,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
3751,5,4,F,2,12,0,484,164,4,1,1,3,0,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
3752,5,4,F,2,12,0,484,164,4,1,2,3,0,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
3753,5,4,F,2,12,0,484,164,4,1,2,3,0,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
3754,5,4,F,2,12,0,484,164,4,1,2,3,0,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
3755,5,4,F,2,12,0,484,164,4,1,2,3,0,11,0.035,-3.31678004,121,1331,14641,161051,3.5,-3.31678004
3756,5,4,F,2,12,0,484,164,4,1,2,4,0,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
3757,5,4,F,3,13,0,485,164,4,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3758,5,4,F,3,13,0,485,164,4,1,1,2,0,2,0.01,-4.59511985,4,8,16,32,1,-4.59511985
3759,5,4,F,3,13,0,485,164,4,1,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
3760,5,4,F,3,13,0,485,164,4,1,1,2,0,4,0.01,-4.59511985,16,64,256,1024,1,-4.59511985
3761,5,4,F,3,13,0,485,164,4,1,1,2,0,5,0.005,-5.293304825,25,125,625,3125,1,-4.59511985
3762,5,4,F,3,13,0,485,164,4,1,1,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
3763,5,4,F,3,13,0,485,164,4,1,1,3,0,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
3764,5,4,F,3,13,0,485,164,4,1,2,3,0,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
3765,5,4,F,3,13,0,485,164,4,1,2,4,0,9,0.09,-2.313634929,81,729,6561,59049,9,-2.313634929
3766,5,4,F,3,13,0,485,164,4,1,2,4,0,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
3767,5,4,F,3,13,0,485,164,4,1,2,4,0,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
3768,5,4,F,3,13,0,485,164,4,1,2,4,0,12,0.09,-2.313634929,144,1728,20736,248832,9,-2.313634929
3769,5,4,F,3,13,0,485,164,4,1,2,5,0,13,0.14,-1.815289967,169,2197,28561,371293,14,-1.815289967
3770,5,5,V,1,13,0,486,165,5,1,2,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
3771,5,5,V,1,13,0,486,165,5,1,2,4,0,2,0.035,-3.31678004,4,8,16,32,9,-2.313634929
3772,5,5,V,1,13,0,486,165,5,1,2,4,0,3,0.035,-3.31678004,9,27,81,243,9,-2.313634929
3773,5,5,V,1,13,0,486,165,5,1,2,4,0,4,0.035,-3.31678004,16,64,256,1024,9,-2.313634929
3774,5,5,V,1,13,0,486,165,5,1,2,4,1,5,0.09,-2.313634929,25,125,625,3125,9,-2.313634929
3775,5,5,V,1,13,0,486,165,5,1,2,4,1,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
3776,5,5,V,1,13,0,486,165,5,1,2,4,1,7,0.01,-4.59511985,49,343,2401,16807,9,-2.313634929
3777,5,5,V,1,13,0,486,165,5,1,2,4,1,8,0.09,-2.313634929,64,512,4096,32768,9,-2.313634929
3778,5,5,V,1,13,0,486,165,5,1,2,5,1,9,0.14,-1.815289967,81,729,6561,59049,14,-1.815289967
3779,5,5,V,1,13,0,486,165,5,1,2,6,1,10,0.38,-0.489548225,100,1000,10000,1.00E+05,38,-0.489548225
3780,5,5,V,1,13,0,486,165,5,1,2,6,1,11,0.38,-0.489548225,121,1331,14641,161051,38,-0.489548225
3781,5,5,V,1,13,0,486,165,5,1,2,6,1,12,0.38,-0.489548225,144,1728,20736,248832,38,-0.489548225
3782,5,5,V,1,13,0,486,165,5,1,2,6,1,13,0.38,-0.489548225,169,2197,28561,371293,38,-0.489548225
3783,5,5,V,2,6,1,487,165,5,1,1,2,1,1,0.01,-4.59511985,1,1,1,1,1,-4.59511985
3784,5,5,V,2,6,1,487,165,5,1,2,5,1,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
3785,5,5,V,2,6,1,487,165,5,1,2,5,1,3,0.14,-1.815289967,9,27,81,243,14,-1.815289967
3786,5,5,V,2,6,1,487,165,5,1,2,6,1,4,0.38,-0.489548225,16,64,256,1024,38,-0.489548225
3787,5,5,V,2,6,1,487,165,5,1,2,6,1,5,0.38,-0.489548225,25,125,625,3125,38,-0.489548225
3788,5,5,V,2,6,1,487,165,5,1,2,8,1,6,0.88,1.992430165,36,216,1296,7776,88,1.992430165
3789,5,5,V,3,8,1,488,165,5,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3790,5,5,V,3,8,1,488,165,5,1,2,1,1,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
3791,5,5,V,3,8,1,488,165,5,1,2,3,1,3,0.035,-3.31678004,9,27,81,243,3.5,-3.31678004
3792,5,5,V,3,8,1,488,165,5,1,2,5,1,4,0.14,-1.815289967,16,64,256,1024,14,-1.815289967
3793,5,5,V,3,8,1,488,165,5,1,2,5,1,5,0.14,-1.815289967,25,125,625,3125,14,-1.815289967
3794,5,5,V,3,8,1,488,165,5,1,2,5,1,6,0.14,-1.815289967,36,216,1296,7776,14,-1.815289967
3795,5,5,V,3,8,1,488,165,5,1,2,6,1,7,0.38,-0.489548225,49,343,2401,16807,38,-0.489548225
3796,5,5,V,3,8,1,488,165,5,1,2,8,1,8,0.88,1.992430165,64,512,4096,32768,88,1.992430165
3797,5,1,F,1,7,0,489,166,1,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3798,5,1,F,1,7,0,489,166,1,1,1,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
3799,5,1,F,1,7,0,489,166,1,1,1,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
3800,5,1,F,1,7,0,489,166,1,1,1,2,1,4,0.01,-4.59511985,16,64,256,1024,1,-4.59511985
3801,5,1,F,1,7,0,489,166,1,1,1,3,1,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
3802,5,1,F,1,7,0,489,166,1,1,1,4,1,6,0.09,-2.313634929,36,216,1296,7776,9,-2.313634929
3803,5,1,F,1,7,0,489,166,1,1,1,6,1,7,0.38,-0.489548225,49,343,2401,16807,38,-0.489548225
3804,5,1,F,2,5,1,490,166,1,1,0,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
3805,5,1,F,2,5,1,490,166,1,1,1,5,0,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
3806,5,1,F,2,5,1,490,166,1,1,1,5,0,3,0.14,-1.815289967,9,27,81,243,14,-1.815289967
3807,5,1,F,2,5,1,490,166,1,1,1,6,0,4,0.38,-0.489548225,16,64,256,1024,38,-0.489548225
3808,5,1,F,2,5,1,490,166,1,1,1,8,0,5,0.88,1.992430165,25,125,625,3125,88,1.992430165
3809,5,1,F,3,8,0,491,166,1,1,1,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3810,5,1,F,3,8,0,491,166,1,1,1,2,0,2,0.01,-4.59511985,4,8,16,32,1,-4.59511985
3811,5,1,F,3,8,0,491,166,1,1,1,2,0,3,0.01,-4.59511985,9,27,81,243,1,-4.59511985
3812,5,1,F,3,8,0,491,166,1,1,1,3,0,4,0.035,-3.31678004,16,64,256,1024,3.5,-3.31678004
3813,5,1,F,3,8,0,491,166,1,1,1,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
3814,5,1,F,3,8,0,491,166,1,1,1,3,0,6,0.035,-3.31678004,36,216,1296,7776,3.5,-3.31678004
3815,5,1,F,3,8,0,491,166,1,1,1,4,0,7,0.09,-2.313634929,49,343,2401,16807,9,-2.313634929
3816,5,1,F,3,8,0,491,166,1,1,1,5,0,8,0.14,-1.815289967,64,512,4096,32768,14,-1.815289967
3817,5,2,V,1,15,0,492,167,2,1,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
3818,5,2,V,1,15,0,492,167,2,1,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
3819,5,2,V,1,15,0,492,167,2,1,2,3,0,3,0.035,-3.31678004,9,27,81,243,3.5,-3.31678004
3820,5,2,V,1,15,0,492,167,2,1,2,4,0,4,0.09,-2.313634929,16,64,256,1024,9,-2.313634929
3821,5,2,V,1,15,0,492,167,2,1,2,4,0,5,0.035,-3.31678004,25,125,625,3125,9,-2.313634929
3822,5,2,V,1,15,0,492,167,2,1,2,4,0,6,0.035,-3.31678004,36,216,1296,7776,9,-2.313634929
3823,5,2,V,1,15,0,492,167,2,1,2,4,0,7,0.035,-3.31678004,49,343,2401,16807,9,-2.313634929
3824,5,2,V,1,15,0,492,167,2,1,2,4,0,8,0.035,-3.31678004,64,512,4096,32768,9,-2.313634929
3825,5,2,V,1,15,0,492,167,2,1,2,4,0,9,0.09,-2.313634929,81,729,6561,59049,9,-2.313634929
3826,5,2,V,1,15,0,492,167,2,1,2,4,0,10,0.09,-2.313634929,100,1000,10000,1.00E+05,9,-2.313634929
3827,5,2,V,1,15,0,492,167,2,1,2,4,0,11,0.09,-2.313634929,121,1331,14641,161051,9,-2.313634929
3828,5,2,V,1,15,0,492,167,2,1,2,5,1,12,0.14,-1.815289967,144,1728,20736,248832,14,-1.815289967
3829,5,2,V,1,15,0,492,167,2,1,2,5,1,13,0.14,-1.815289967,169,2197,28561,371293,14,-1.815289967
3830,5,2,V,1,15,0,492,167,2,1,2,6,1,14,0.38,-0.489548225,196,2744,38416,537824,38,-0.489548225
3831,5,2,V,1,15,0,492,167,2,1,2,6,1,15,0.38,-0.489548225,225,3375,50625,759375,38,-0.489548225
3832,5,2,V,2,7,1,493,167,2,1,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
3833,5,2,V,2,7,1,493,167,2,1,2,3,0,2,0.035,-3.31678004,4,8,16,32,3.5,-3.31678004
3834,5,2,V,2,7,1,493,167,2,1,2,4,1,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
3835,5,2,V,2,7,1,493,167,2,1,3,6,1,4,0.38,-0.489548225,16,64,256,1024,38,-0.489548225
3836,5,2,V,2,7,1,493,167,2,1,3,6,1,5,0.38,-0.489548225,25,125,625,3125,38,-0.489548225
3837,5,2,V,2,7,1,493,167,2,1,3,6,1,6,0.38,-0.489548225,36,216,1296,7776,38,-0.489548225
3838,5,2,V,2,7,1,493,167,2,1,3,8,1,7,0.88,1.992430165,49,343,2401,16807,88,1.992430165
3839,5,2,V,3,15,0,494,167,2,1,2,1,0,1,0.005,-5.293304825,1,1,1,1,0.5,-5.293304825
3840,5,2,V,3,15,0,494,167,2,1,2,1,0,2,0.005,-5.293304825,4,8,16,32,0.5,-5.293304825
3841,5,2,V,3,15,0,494,167,2,1,2,1,0,3,0.005,-5.293304825,9,27,81,243,0.5,-5.293304825
3842,5,2,V,3,15,0,494,167,2,1,2,2,0,4,0.01,-4.59511985,16,64,256,1024,1,-4.59511985
3843,5,2,V,3,15,0,494,167,2,1,2,3,0,5,0.035,-3.31678004,25,125,625,3125,3.5,-3.31678004
3844,5,2,V,3,15,0,494,167,2,1,2,3,0,6,0.005,-5.293304825,36,216,1296,7776,3.5,-3.31678004
3845,5,2,V,3,15,0,494,167,2,1,2,3,1,7,0.035,-3.31678004,49,343,2401,16807,3.5,-3.31678004
3846,5,2,V,3,15,0,494,167,2,1,2,3,1,8,0.035,-3.31678004,64,512,4096,32768,3.5,-3.31678004
3847,5,2,V,3,15,0,494,167,2,1,2,3,1,9,0.035,-3.31678004,81,729,6561,59049,3.5,-3.31678004
3848,5,2,V,3,15,0,494,167,2,1,2,3,1,10,0.035,-3.31678004,100,1000,10000,1.00E+05,3.5,-3.31678004
3849,5,2,V,3,15,0,494,167,2,1,2,3,1,11,0.035,-3.31678004,121,1331,14641,161051,3.5,-3.31678004
3850,5,2,V,3,15,0,494,167,2,1,2,3,1,12,0.035,-3.31678004,144,1728,20736,248832,3.5,-3.31678004
3851,5,2,V,3,15,0,494,167,2,1,2,3,1,13,0.035,-3.31678004,169,2197,28561,371293,3.5,-3.31678004
3852,5,2,V,3,15,0,494,167,2,1,2,3,1,14,0.035,-3.31678004,196,2744,38416,537824,3.5,-3.31678004
3853,5,2,V,3,15,0,494,167,2,1,2,4,1,15,0.09,-2.313634929,225,3375,50625,759375,9,-2.313634929
3854,5,3,C,1,9,1,495,168,3,1,1,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
3855,5,3,C,1,9,1,495,168,3,1,1,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
3856,5,3,C,1,9,1,495,168,3,1,1,5,0,3,0.14,-1.815289967,9,27,81,243,14,-1.815289967
3857,5,3,C,1,9,1,495,168,3,1,1,6,0,4,0.38,-0.489548225,16,64,256,1024,38,-0.489548225
3858,5,3,C,1,9,1,495,168,3,1,2,6,0,5,0.14,-1.815289967,25,125,625,3125,38,-0.489548225
3859,5,3,C,1,9,1,495,168,3,1,1,6,0,6,0.38,-0.489548225,36,216,1296,7776,38,-0.489548225
3860,5,3,C,1,9,1,495,168,3,1,2,6,0,7,0.38,-0.489548225,49,343,2401,16807,38,-0.489548225
3861,5,3,C,1,9,1,495,168,3,1,2,6,0,8,0.38,-0.489548225,64,512,4096,32768,38,-0.489548225
3862,5,3,C,1,9,1,495,168,3,1,1,8,1,9,0.88,1.992430165,81,729,6561,59049,88,1.992430165
3863,5,3,C,2,3,1,496,168,3,1,1,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
3864,5,3,C,2,3,1,496,168,3,1,1,7,0,2,0.63,0.532216814,4,8,16,32,63,0.532216814
3865,5,3,C,2,3,1,496,168,3,1,1,8,0,3,0.88,1.992430165,9,27,81,243,88,1.992430165
3866,5,3,C,3,3,0,497,168,3,1,1,4,0,1,0.09,-2.313634929,1,1,1,1,9,-2.313634929
3867,5,3,C,3,3,0,497,168,3,1,1,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
3868,5,3,C,3,3,0,497,168,3,1,1,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
3869,5,4,D,1,4,1,498,169,4,1,3,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
3870,5,4,D,1,4,1,498,169,4,1,3,5,0,2,0.14,-1.815289967,4,8,16,32,14,-1.815289967
3871,5,4,D,1,4,1,498,169,4,1,3,5,0,3,0.14,-1.815289967,9,27,81,243,14,-1.815289967
3872,5,4,D,1,4,1,498,169,4,1,3,6,0,4,0.38,-0.489548225,16,64,256,1024,38,-0.489548225
3873,5,4,D,2,5,0,499,169,4,1,2,3,0,1,0.035,-3.31678004,1,1,1,1,3.5,-3.31678004
3874,5,4,D,2,5,0,499,169,4,1,3,4,0,2,0.09,-2.313634929,4,8,16,32,9,-2.313634929
3875,5,4,D,2,5,0,499,169,4,1,3,4,0,3,0.09,-2.313634929,9,27,81,243,9,-2.313634929
